loc_rowid,pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist
5977,Kepler-10 d,Kepler-10,1,Radial Velocity,2023,151.04000000,0.537900,,,,,5708.00,1.06,0.91,,185.5060000
5978,Kepler-100 b,Kepler-100,1,Transit,2014,6.88705000,,0.118,0.02300,,,5825.00,1.49,1.08,,304.6450000
5998,Kepler-100 c,Kepler-100,1,Transit,2014,12.81590000,,0.196,0.02218,,,5825.00,1.49,1.08,,304.6450000
6010,Kepler-100 d,Kepler-100,1,Transit,2014,35.33310000,,0.144,0.00944,,,5825.00,1.49,1.08,,304.6450000
6021,Kepler-1000 b,Kepler-1000,1,Transit,2016,120.01812720,,0.425,,,,6453.00,1.51,1.40,,1115.6200000
6026,Kepler-1001 b,Kepler-1001,1,Transit,2016,14.30511983,,0.281,,,,5491.00,0.88,0.90,,928.9780000
6040,Kepler-1001 c,Kepler-1001,1,Transit,2020,9.18186000,,0.141,,,,5376.00,0.84,0.93,-0.279,928.9780000
6041,Kepler-1002 b,Kepler-1002,1,Transit,2016,4.33642933,,0.153,,,,6144.00,1.57,1.22,,408.3030000
6051,Kepler-1003 b,Kepler-1003,1,Transit,2016,3.55485691,,0.159,,,,6109.00,1.17,1.11,,941.9020000
6062,Kepler-1004 b,Kepler-1004,1,Transit,2016,5.28789787,,0.560,,,,4972.00,3.39,1.11,,1152.6800000
6076,Kepler-1005 b,Kepler-1005,1,Transit,2016,6.49801525,,0.134,,,,5782.00,1.06,1.00,,567.8060000
6084,Kepler-1006 b,Kepler-1006,1,Transit,2016,19.76172042,,0.137,,,,5328.00,0.74,0.78,,
6095,Kepler-1007 b,Kepler-1007,1,Transit,2016,5.18500207,,0.128,,,,4587.00,0.70,0.73,,
6107,Kepler-1008 b,Kepler-1008,1,Transit,2016,12.43931193,,0.114,,,,5066.00,0.78,0.81,,282.5650000
6118,Kepler-1009 b,Kepler-1009,1,Transit,2016,11.35011917,,0.194,,,,4027.00,0.57,0.59,,355.0190000
6124,Kepler-101 b,Kepler-101,1,Transit,2014,3.48768120,0.047400,0.510,0.16000,1513,G3 IV,5667.00,1.56,1.17,,927.9810000
6135,Kepler-101 c,Kepler-101,1,Transit,2014,6.02976000,0.068400,0.112,0.01000,1413,G3 IV,5667.00,1.56,1.17,,927.9810000
6145,Kepler-1010 b,Kepler-1010,1,Transit,2016,34.26857050,,0.207,,,,5253.00,0.82,0.86,,579.2730000
6155,Kepler-1011 b,Kepler-1011,1,Transit,2016,5.75322197,,0.256,,,,5416.00,0.88,0.91,,736.7790000
6161,Kepler-1012 b,Kepler-1012,1,Transit,2016,5.50860439,,0.115,,,,5556.00,0.91,0.95,,411.0770000
6175,Kepler-1013 b,Kepler-1013,1,Transit,2016,18.93054959,,0.192,,,,4954.00,0.76,0.81,,422.2460000
6187,Kepler-1014 b,Kepler-1014,1,Transit,2016,16.57110363,,0.213,,,,5388.00,0.84,0.88,,624.8000000
6193,Kepler-1015 b,Kepler-1015,1,Transit,2016,16.00494214,,0.317,,,,6769.00,1.81,1.49,,739.3570000
6203,Kepler-1016 b,Kepler-1016,1,Transit,2016,1.95452434,,0.194,,,,5821.00,1.00,0.99,,1402.8200000
6209,Kepler-1016 c,Kepler-1016,1,Transit,2016,105.65513690,,0.328,,,,5821.00,1.00,0.99,,1402.8200000
6226,Kepler-1017 b,Kepler-1017,1,Transit,2016,7.23400469,,0.178,,,,5473.00,0.87,0.93,,552.0580000
6230,Kepler-1018 b,Kepler-1018,1,Transit,2016,49.10135140,,0.230,,,,5518.00,0.88,0.91,,1010.0100000
6241,Kepler-1019 b,Kepler-1019,1,Transit,2016,1.41122985,,0.130,,,,4433.00,0.67,0.70,,194.1820000
6249,Kepler-102 b,Kepler-102,1,Transit,2014,5.28696500,0.055210,0.041,0.00346,857,,4909.00,0.72,0.80,,107.7960000
6268,Kepler-102 c,Kepler-102,1,Transit,2014,7.07139200,0.067020,0.051,0.00535,777,,4909.00,0.72,0.80,,107.7960000
6282,Kepler-102 d,Kepler-102,1,Transit,2014,10.31176700,0.086180,0.103,0.00944,686,,4909.00,0.72,0.80,,107.7960000
6288,Kepler-102 e,Kepler-102,1,Transit,2013,16.14569940,0.116200,0.194,0.01479,590,,4909.00,0.72,0.80,,107.7960000
6300,Kepler-102 f,Kepler-102,1,Transit,2014,27.45359200,0.165600,0.077,0.01353,495,,4909.00,0.72,0.80,,107.7960000
6318,Kepler-1020 b,Kepler-1020,1,Transit,2016,96.91514960,,0.203,,,,5227.00,0.80,0.87,,415.3580000
6325,Kepler-1021 b,Kepler-1021,1,Transit,2016,13.47469571,,0.208,,,,5431.00,0.86,0.89,,810.0820000
6336,Kepler-1022 b,Kepler-1022,1,Transit,2016,10.99469878,,0.211,,,,4445.00,0.68,0.71,,420.0420000
6342,Kepler-1023 b,Kepler-1023,1,Transit,2016,62.13877140,,0.235,,,,5494.00,0.89,0.93,,694.1750000
6357,Kepler-1024 b,Kepler-1024,1,Transit,2016,66.41621330,,0.349,,,,5143.00,0.78,0.81,,1087.4000000
6366,Kepler-1025 b,Kepler-1025,1,Transit,2016,37.32294930,,0.177,,,,6089.00,1.13,1.09,,803.7760000
6375,Kepler-1026 b,Kepler-1026,1,Transit,2016,36.51560530,,0.197,,,,4948.00,0.75,0.79,,351.2390000
6386,Kepler-1027 b,Kepler-1027,1,Transit,2016,1.90780520,,0.079,,,,5436.00,0.82,0.91,,405.1040000
6394,Kepler-1028 b,Kepler-1028,1,Transit,2016,2.51462432,,0.119,,,,5522.00,0.87,0.90,,607.9160000
6401,Kepler-1029 b,Kepler-1029,1,Transit,2016,4.41769648,,0.112,,,,5030.00,0.77,0.82,,366.6560000
6408,Kepler-103 b,Kepler-103,1,Transit,2014,15.96532870,0.132230,0.311,0.03083,973,,6009.00,1.49,1.21,,494.8320000
6430,Kepler-103 c,Kepler-103,1,Transit,2014,179.60978000,0.663900,0.486,0.11956,434,,6009.00,1.49,1.21,,494.8320000
6438,Kepler-1030 b,Kepler-1030,1,Transit,2016,19.32952416,,0.221,,,,4983.00,0.76,0.80,,758.7020000
6449,Kepler-1031 b,Kepler-1031,1,Transit,2016,1.22621732,,0.078,,,,6011.00,1.12,1.09,,682.8820000
6453,Kepler-1032 b,Kepler-1032,1,Transit,2016,3.29011795,,0.167,,,,4647.00,0.71,0.77,,673.0100000
6467,Kepler-1033 b,Kepler-1033,1,Transit,2016,7.56052806,,0.224,,,,5547.00,0.92,0.94,,1455.5000000
6477,Kepler-1034 b,Kepler-1034,1,Transit,2016,12.12400943,,0.202,,,,5198.00,0.80,0.83,,654.5490000
6482,Kepler-1035 b,Kepler-1035,1,Transit,2016,2.71407755,,0.104,,,,5763.00,0.97,0.98,,562.1160000
6493,Kepler-1036 b,Kepler-1036,1,Transit,2016,122.88080580,,0.269,,,,5533.00,0.89,0.95,,489.4350000
6504,Kepler-1037 b,Kepler-1037,1,Transit,2016,1.06378867,,0.114,,,,5105.00,0.78,0.82,,446.9140000
6515,Kepler-1038 b,Kepler-1038,1,Transit,2016,148.46033820,,0.315,,,,5335.00,0.83,0.87,,584.1360000
6523,Kepler-1038 c,Kepler-1038,1,Transit,2021,7.12765980,,0.126,,,,5159.00,0.82,0.87,,584.1360000
6532,Kepler-1039 b,Kepler-1039,1,Transit,2016,0.93488424,,0.130,,,,4870.00,0.74,0.79,,306.9100000
6538,Kepler-104 b,Kepler-104,1,Transit,2014,11.42754800,0.094000,0.277,,,,5711.00,1.35,,,400.7850000
6550,Kepler-104 c,Kepler-104,1,Transit,2014,23.66820500,0.153000,0.279,,,,5711.00,1.35,,,400.7850000
6564,Kepler-104 d,Kepler-104,1,Transit,2014,51.75539400,0.257000,0.319,,,,5711.00,1.35,,,400.7850000
6577,Kepler-1040 b,Kepler-1040,1,Transit,2016,201.12140000,,0.186,,,,5694.00,0.96,0.98,,482.1190000
6584,Kepler-1041 b,Kepler-1041,1,Transit,2016,24.75764210,,0.262,,,,5957.00,1.08,1.06,,1485.8200000
6593,Kepler-1042 b,Kepler-1042,1,Transit,2016,10.13202575,,0.195,,,,4815.00,0.72,0.75,,
6605,Kepler-1043 b,Kepler-1043,1,Transit,2016,38.50533980,,0.227,,,,5629.00,0.90,0.92,,903.3320000
6611,Kepler-1044 b,Kepler-1044,1,Transit,2016,6.77408868,,0.238,,,,5985.00,1.11,1.08,,1278.9600000
6622,Kepler-1045 b,Kepler-1045,1,Transit,2016,26.41045478,,0.240,,,,5301.00,0.82,0.86,,942.4850000
6634,Kepler-1046 b,Kepler-1046,1,Transit,2016,14.37508035,,0.153,,,,5913.00,1.04,1.04,,721.5340000
6642,Kepler-1047 b,Kepler-1047,1,Transit,2016,56.18868870,,0.186,,,,5754.00,1.13,1.08,,817.6470000
6654,Kepler-1047 c,Kepler-1047,1,Transit,2016,3.18897601,,0.088,,,,5754.00,1.13,1.08,,817.6470000
6659,Kepler-1048 b,Kepler-1048,1,Transit,2016,6.92101021,,0.144,,,,4651.00,0.70,0.75,,556.0060000
6670,Kepler-1049 b,Kepler-1049,1,Transit,2016,3.27346074,,0.085,,,,3864.00,0.49,0.51,,162.0060000
6678,Kepler-105 b,Kepler-105,1,Transit,2013,5.41220000,0.066000,0.429,,1418,,6397.00,1.58,1.28,0.607,459.2230000
6689,Kepler-105 c,Kepler-105,1,Transit,2014,7.12620000,,0.117,0.01447,,,5827.00,0.89,0.96,,459.2230000
6706,Kepler-1050 b,Kepler-1050,1,Transit,2016,15.37875460,,0.143,,,,6010.00,1.13,1.09,,490.4880000
6711,Kepler-1050 c,Kepler-1050,1,Transit,2016,21.12845690,,0.132,,,,6010.00,1.13,1.09,,490.4880000
6724,Kepler-1051 b,Kepler-1051,1,Transit,2016,25.96200249,,0.303,,,,6675.00,1.73,1.43,,829.3430000
6735,Kepler-1052 b,Kepler-1052,1,Transit,2016,34.85382760,,0.261,,,,5888.00,1.03,1.03,,943.4440000
6740,Kepler-1052 c,Kepler-1052,1,Transit,2023,180.92172900,0.613500,,,302,,5818.00,0.85,0.94,,943.4440000
6747,Kepler-1053 b,Kepler-1053,1,Transit,2016,2.41435165,,0.087,,,,4529.00,0.69,0.74,,151.1290000
6762,Kepler-1054 b,Kepler-1054,1,Transit,2016,4.30655689,,0.235,,,,6209.00,1.34,1.22,,1090.5100000
6769,Kepler-1055 b,Kepler-1055,1,Transit,2016,2.29503623,,0.110,,,,5723.00,0.94,0.98,,389.3970000
6773,Kepler-1056 b,Kepler-1056,1,Transit,2016,27.49560600,,0.269,,,,6127.00,1.20,1.12,,982.5100000
6787,Kepler-1057 b,Kepler-1057,1,Transit,2016,14.08827448,,0.300,,,,5987.00,1.10,1.07,,1201.8200000
6793,Kepler-1058 b,Kepler-1058,1,Transit,2016,110.96546000,,0.243,,,,4644.00,0.69,0.73,,491.9970000
6806,Kepler-1059 b,Kepler-1059,1,Transit,2016,3.76419105,,0.154,,,,4906.00,0.72,0.75,,713.1670000
6816,Kepler-106 b,Kepler-106,1,Transit,2014,6.16486000,,0.073,0.01668,,,5858.00,1.04,1.00,,444.3220000
6832,Kepler-106 c,Kepler-106,1,Transit,2014,13.57080000,,0.223,0.03300,,,5858.00,1.04,1.00,,444.3220000
6835,Kepler-106 d,Kepler-106,1,Transit,2014,23.98020000,,0.085,0.02549,,,5858.00,1.04,1.00,,444.3220000
6845,Kepler-106 e,Kepler-106,1,Transit,2014,43.84450000,,0.228,0.03500,,,5858.00,1.04,1.00,,444.3220000
6860,Kepler-1060 b,Kepler-1060,1,Transit,2016,46.87793670,,0.212,,,,5797.00,0.99,0.99,,946.5650000
6873,Kepler-1061 b,Kepler-1061,1,Transit,2016,2.75798267,,0.177,,,,6067.00,1.07,1.09,,543.3750000
6874,Kepler-1062 b,Kepler-1062,1,Transit,2016,9.30412078,,0.157,,,,4597.00,0.70,0.75,,397.4550000
6891,Kepler-1063 b,Kepler-1063,1,Transit,2016,14.07971466,,0.133,,,,5945.00,1.14,1.09,,343.2260000
6893,Kepler-1064 b,Kepler-1064,1,Transit,2016,16.54080322,,0.138,,,,5153.00,0.79,0.85,,
6906,Kepler-1065 b,Kepler-1065,1,Transit,2016,3.60930891,,0.333,,,,5635.00,0.93,0.94,,1122.4800000
6917,Kepler-1065 c,Kepler-1065,1,Transit,2016,2.37030743,,0.143,,,,5635.00,0.93,0.94,,1122.4800000
6924,Kepler-1066 b,Kepler-1066,1,Transit,2016,1.93155984,,0.211,,,,5762.00,0.98,0.98,,344.2510000
6928,Kepler-1067 b,Kepler-1067,1,Transit,2016,0.76212926,,0.071,,,,5592.00,0.93,0.95,,667.6930000
6936,Kepler-1067 c,Kepler-1067,1,Transit,2021,5.42583990,,0.156,,,,5594.00,0.93,0.98,,667.6930000
6952,Kepler-1068 b,Kepler-1068,1,Transit,2016,16.92344113,,0.324,,,,5806.00,1.01,1.01,,1473.6100000
6960,Kepler-1069 b,Kepler-1069,1,Transit,2016,23.89902960,,0.143,,,,5722.00,0.98,0.99,,695.9670000
6974,Kepler-107 b,Kepler-107,1,Transit,2014,3.18002180,0.045440,0.137,0.01196,1592,,5854.00,1.45,1.24,,525.9970000
6984,Kepler-107 c,Kepler-107,1,Transit,2014,4.90145200,0.060640,0.142,0.03146,1378,,5854.00,1.45,1.24,,525.9970000
7002,Kepler-107 d,Kepler-107,1,Transit,2014,7.95839000,0.083770,0.077,0.02423,1173,,5854.00,1.45,1.24,,525.9970000
7007,Kepler-107 e,Kepler-107,1,Transit,2014,14.74914300,0.126380,0.259,0.04436,955,,5854.00,1.45,1.24,,525.9970000
7020,Kepler-1070 b,Kepler-1070,1,Transit,2016,6.22161470,,0.154,,,,6261.00,1.32,1.21,,939.0010000
7037,Kepler-1071 b,Kepler-1071,1,Transit,2016,6.17998440,,0.212,,,,5215.00,0.81,0.86,,1042.2700000
7040,Kepler-1072 b,Kepler-1072,1,Transit,2016,1.56906650,,0.141,,,,6199.00,1.32,1.20,,982.7160000
7050,Kepler-1073 b,Kepler-1073,1,Transit,2016,8.67888593,,0.205,,,,5792.00,1.00,1.00,,809.8970000
7062,Kepler-1073 c,Kepler-1073,1,Transit,2016,4.02582254,,0.146,,,,5792.00,1.00,1.00,,809.8970000
7067,Kepler-1073 d,Kepler-1073,1,Transit,2021,2.50476003,,0.133,,,,5509.00,1.12,0.92,,809.8970000
7076,Kepler-1074 b,Kepler-1074,1,Transit,2016,5.94566534,,0.112,,,,4002.00,0.57,0.60,,250.8170000
7089,Kepler-1075 b,Kepler-1075,1,Transit,2016,1.52372816,,0.127,,,,3959.00,0.54,0.56,,291.2750000
7095,Kepler-1076 b,Kepler-1076,1,Transit,2016,6.14727918,,0.071,,,,4868.00,0.74,0.79,,
7102,Kepler-1077 b,Kepler-1077,1,Transit,2016,34.35118740,,0.247,,,,5816.00,1.02,1.02,,1101.4200000
7114,Kepler-1078 b,Kepler-1078,1,Transit,2016,3.00725242,,0.170,,,,5612.00,0.92,0.94,,2481.7100000
7124,Kepler-1079 b,Kepler-1079,1,Transit,2016,13.24503188,,0.145,,,,5758.00,1.36,1.08,,591.0980000
7127,Kepler-108 b,Kepler-108,1,Transit,2014,49.18392100,0.292000,0.772,,,,5854.00,2.19,,,338.7320000
7140,Kepler-108 c,Kepler-108,1,Transit,2014,190.32349400,0.721000,0.730,,,,5854.00,2.19,,,338.7320000
7153,Kepler-1080 b,Kepler-1080,1,Transit,2016,77.25483960,,0.293,,,,5956.00,1.16,1.10,,1382.8200000
7161,Kepler-1081 b,Kepler-1081,1,Transit,2016,3.85691855,,0.090,,,,5345.00,0.84,0.88,,420.2150000
7167,Kepler-1082 b,Kepler-1082,1,Transit,2016,1.54320660,,0.100,,,,5923.00,1.14,1.03,,739.5570000
7182,Kepler-1083 b,Kepler-1083,1,Transit,2016,33.41779930,,0.300,,,,5049.00,0.77,0.81,,902.6330000
7188,Kepler-1084 b,Kepler-1084,1,Transit,2016,2.05333679,,0.099,,,,6113.00,1.28,1.12,,405.5330000
7193,Kepler-1085 b,Kepler-1085,1,Transit,2016,219.32175280,,0.644,,,,6000.00,1.14,1.11,,1364.5300000
7208,Kepler-1085 c,Kepler-1085,1,Transit,2020,56.77710000,,0.292,,,,5816.00,1.08,1.05,0.079,1364.5300000
7212,Kepler-1086 b,Kepler-1086,1,Transit,2016,18.78425728,,0.218,,,,4350.00,0.66,0.70,,466.0840000
7222,Kepler-1086 c,Kepler-1086,1,Transit,2016,161.51633450,,0.262,,,,4350.00,0.66,0.70,,466.0840000
7237,Kepler-1087 b,Kepler-1087,1,Transit,2016,0.69384285,,0.054,,,,5589.00,0.94,0.96,,362.6230000
7246,Kepler-1088 b,Kepler-1088,1,Transit,2016,23.12748644,,0.127,,,,5975.00,1.08,1.08,,280.6290000
7251,Kepler-1089 b,Kepler-1089,1,Transit,2016,5.13248562,,0.163,,,,3753.00,0.49,0.52,,259.3280000
7261,Kepler-109 b,Kepler-109,1,Transit,2014,6.48163070,0.070100,0.222,0.01542,1276,,5950.00,1.39,1.09,,474.8610000
7280,Kepler-109 c,Kepler-109,1,Transit,2014,21.22265000,0.154600,0.236,0.02580,859,,5950.00,1.39,1.09,,474.8610000
7286,Kepler-1090 b,Kepler-1090,1,Transit,2016,198.68017900,,0.201,,,,5321.00,0.82,0.86,,858.7700000
7296,Kepler-1090 c,Kepler-1090,1,Transit,2021,42.42720032,,0.294,,,,5330.00,1.01,0.87,,858.7700000
7308,Kepler-1091 b,Kepler-1091,1,Transit,2016,1.43474156,,0.130,,,,5851.00,1.03,1.01,,914.2990000
7318,Kepler-1092 b,Kepler-1092,1,Transit,2016,58.60179250,,0.185,,,,5862.00,1.00,0.99,,981.2330000
7323,Kepler-1093 b,Kepler-1093,1,Transit,2016,25.08246260,,0.174,,,,6166.00,1.20,1.13,,1072.8800000
7333,Kepler-1093 c,Kepler-1093,1,Transit,2016,89.72229200,,0.175,,,,6166.00,1.20,1.13,,1072.8800000
7342,Kepler-1094 b,Kepler-1094,1,Transit,2016,78.10002310,,0.284,,,,6112.00,1.21,1.14,,1291.0100000
7352,Kepler-1095 b,Kepler-1095,1,Transit,2016,4.27103091,,0.108,,,,5658.00,0.92,0.94,,792.5220000
7357,Kepler-1096 b,Kepler-1096,1,Transit,2016,2.89221751,,0.111,,,,4306.00,0.63,0.66,,377.9760000
7372,Kepler-1097 b,Kepler-1097,1,Transit,2016,187.74702900,,0.291,,,,5211.00,0.79,0.82,,719.8020000
7377,Kepler-1098 b,Kepler-1098,1,Transit,2016,2.54307286,,0.116,,,,5794.00,0.99,0.99,,1049.1900000
7391,Kepler-1099 b,Kepler-1099,1,Transit,2016,2.16845259,,0.252,,,,5837.00,1.00,1.01,,1022.8000000
7398,Kepler-11 b,Kepler-11,1,Transit,2010,10.30390000,0.091000,0.161,0.00600,,,5663.00,1.06,0.96,,646.3460000
7417,Kepler-11 c,Kepler-11,1,Transit,2010,13.02410000,0.107000,0.256,0.00900,,,5663.00,1.06,0.96,,646.3460000
7424,Kepler-11 d,Kepler-11,1,Transit,2010,22.68450000,0.155000,0.278,0.02300,,,5663.00,1.06,0.96,,646.3460000
7448,Kepler-11 e,Kepler-11,1,Transit,2010,31.99960000,0.195000,0.374,0.02500,,,5663.00,1.06,0.96,,646.3460000
7462,Kepler-11 f,Kepler-11,1,Transit,2010,46.68880000,0.250000,0.222,0.00600,,,5663.00,1.06,0.96,,646.3460000
7476,Kepler-11 g,Kepler-11,1,Transit,2010,118.38070000,0.466000,0.297,0.07900,,,5663.00,1.06,0.96,,646.3460000
7488,Kepler-110 b,Kepler-110,1,Transit,2014,12.69111200,0.107000,0.163,,,,5960.00,1.15,,,586.5310000
7497,Kepler-110 c,Kepler-110,1,Transit,2014,31.71977500,0.198000,0.197,,,,5960.00,1.15,,,586.5310000
7501,Kepler-1100 b,Kepler-1100,1,Transit,2016,6.42200058,,0.156,,,,6247.00,1.34,1.21,,693.6180000
7513,Kepler-1101 b,Kepler-1101,1,Transit,2016,81.31510590,,0.220,,,,5614.00,0.91,0.94,,742.4730000
7527,Kepler-1102 b,Kepler-1102,1,Transit,2016,51.32856230,,0.237,,,,5724.00,0.94,0.96,,1246.0500000
7531,Kepler-1103 b,Kepler-1103,1,Transit,2016,19.79191978,,0.203,,,,6092.00,1.15,1.11,,1331.9200000
7540,Kepler-1104 b,Kepler-1104,1,Transit,2016,5.03728015,,0.110,,,,6417.00,1.41,1.30,,530.6580000
